,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_No,Techie_Yes,Contract_Month-to-month,Contract_One year,Contract_Two Year,Port_modem_No,Port_modem_Yes,Tablet_No,Tablet_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Phone_No,Phone_Yes,Multiple_No,Multiple_Yes,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
8774,2.7536300335232693,-0.970071930586431,33971.73,-2.40872727447005,-2.6492632720165386,-1.0058516991026796,-0.6258635316811727,0.8263276752914215,1.2230956135047477,1.2340945065840032,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
2369,-0.04084592357288879,0.6242968293422596,49271.35,0.17124799691498122,0.3252089645289763,1.0175876473118841,0.9466579047036832,-1.0258560380079647,1.1059393707275609,-0.8413577461749595,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
3895,0.4249000692764709,-1.2599571596643748,49497.16,1.9526696709182518,0.3252089645289763,-1.0058516991026796,0.9466579047036832,-1.1271507695617988,-0.06241399879220118,-1.1565327138484063,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
2119,0.8906460621258305,0.6726110341885836,40978.57,-0.4164745093341294,0.6557058797007002,0.005867974104602262,-0.6258635316811727,-0.7651556875588791,1.630326968720695,-0.7110128807500319,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0
6837,-0.5065919164222484,-0.8734435208937832,194550.7,-0.6929882327113883,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,0.987898734094958,0.6413548321786133,1.006465416211212,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
6179,0.8906460621258305,-0.3419872675842196,53833.45,-0.8964651728964258,-0.6662817809861953,0.005867974104602262,0.9466579047036832,0.6359933812675477,1.3972207909853283,0.7197995021983785,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
409,0.4249000692764709,0.8658678535738794,55840.35,-1.1953779508064328,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.9770664239968856,1.921957542899898,-0.9022436869004397,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
8339,0.4249000692764709,-0.8734435208937832,3157.81,1.7730684345933398,-0.0052879506427475865,2.0293073205191656,2.519179341088539,1.1576871037244427,0.28736869312823776,1.1052575382560907,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1
5585,-0.9723379092716081,-0.7285009063548112,58762.0,0.3458927001589114,1.9776935403875957,1.0175876473118841,-0.6258635316811727,0.9131487378058236,1.1060232067922025,0.8747975514859507,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
7036,-0.04084592357288879,-1.4048997742033467,32397.32,-1.0488219430468495,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,0.9969828562433047,0.8728331929921934,1.237359399071445,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
8855,-0.9723379092716081,-0.9217577257401072,25652.0,-2.102595325617689,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,1.0600857372200896,0.6402672921178489,1.2372444417873916,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
9630,-0.9723379092716081,1.2523814923444712,42180.72,-0.15181849326728425,1.9776935403875957,1.0175876473118841,0.9466579047036832,1.11485936315128,-1.1099083660131157,0.8416685383264799,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0
4505,-0.04084592357288879,-0.3903014724305436,75255.33,0.9054029561472133,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.9082699431481872,-1.3427513916566918,-1.0139495304132948,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
7416,-0.5065919164222484,-1.1633287499717269,59954.4,-0.3314714791579225,-1.657772526501367,-1.0058516991026796,-0.6258635316811727,1.370820955942955,-1.2851513576889144,1.4452923518272551,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
8693,0.4249000692764709,-1.5015281838959946,82749.1,1.8506390174010612,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1.2727710561801535,0.22921673840157164,1.2694212282736124,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
1236,-0.9723379092716081,-1.018386135432755,26312.33,1.1649811603293978,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,-0.7200612573126605,-0.2955197573472451,-0.7925893794359902,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
9607,0.4249000692764709,0.9624962632665273,54703.41,-0.8615022925973903,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1.232387557132585,-1.633643905725706,1.0128398546551944,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
4443,-0.04084592357288879,1.0108104681128514,25376.01,-0.31033514191990996,1.6471966252158718,-1.0058516991026796,-0.6258635316811727,-0.8347846139891142,-0.8187154393791365,-0.951262238339401,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
9020,-0.5065919164222484,0.4793542148032877,77486.12,0.5917737049511375,1.316699710044148,-1.0058516991026796,-0.6258635316811727,1.1644491396949852,-1.0511206544629188,1.038990985887861,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0
8384,-0.9723379092716081,-0.4869298821231915,12824.19,0.07251385794181976,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0.5284872204640608,0.5200929510135721,0.4746322703222809,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0
9213,-0.9723379092716081,0.3344116002643158,18612.45,-0.3041853445019406,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0.6553506547080544,-1.5745767406267046,0.4158886963743517,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
6783,0.8906460621258305,-1.1633287499717269,48257.2,1.1050890726246871,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,0.557835515508024,1.9215315392525412,0.6958754088125179,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
3818,-0.5065919164222484,-1.2599571596643748,8764.63,0.7876458112273131,0.6557058797007002,0.005867974104602262,0.9466579047036832,-0.288028622978981,0.8740255281337597,-0.22019642681482918,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
7946,-0.9723379092716081,0.2377831905716679,123006.6,-0.010475643677013693,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,1.3734792529696298,2.154637716987908,1.373092468629259,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0
6442,-0.9723379092716081,-0.9217577257401072,13728.71,-0.7084334618640106,0.3252089645289763,-1.0058516991026796,0.9466579047036832,0.6178708979525345,-1.2843875179888486,0.46838251282159,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0
2232,0.8906460621258305,0.8175536487275554,16662.12,-0.941175453539871,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-1.141666606778564,-0.0042946469795620106,-0.9891153417871543,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0
8398,-0.9723379092716081,1.7355235408077105,24220.94,0.5056812456055384,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1.1274738883077373,-0.00326066884898504,0.9829649715105581,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
7789,-0.5065919164222484,0.43104000995696373,5841.81,-0.08726527849285683,0.3252089645289763,1.0175876473118841,0.9466579047036832,0.7794888523075444,-0.8182776288193426,0.5877132441767798,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
7211,-0.5065919164222484,1.0591246729591752,5979.39,-0.23469743899570158,-1.3272756113296431,-1.0058516991026796,0.9466579047036832,1.3944063928147077,-1.2851513576889144,1.37812573860674,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
9193,-0.9723379092716081,1.5422667214224148,61525.98,-0.5283244749299217,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1.2953013431437508,0.873599361471833,1.2261903285046285,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0
9540,-0.9723379092716081,-1.2599571596643748,21569.07,-0.1330384414505492,-0.6662817809861953,1.0175876473118841,0.9466579047036832,0.9877376251842503,-0.17790749295400096,1.1391573847999636,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
8645,-0.9723379092716081,-0.5835582918158394,54540.21,1.3374647849067667,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1.0695068265971697,-0.8187107818199896,0.8915098162250951,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0
4422,-0.5065919164222484,-1.5498423887423185,40941.58,-0.0994983381728612,-0.3357848658144715,0.005867974104602262,0.9466579047036832,-0.9465582699766952,0.11704408391140037,-0.8970431995467708,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
3630,-0.9723379092716081,-0.4386156772768675,28020.92,-0.28000250360886453,0.6557058797007002,0.005867974104602262,0.9466579047036832,-1.019554297002732,-0.7600511531463281,-0.9654893846348863,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
4423,-0.9723379092716081,0.9624962632665273,87527.27,0.6384424042248176,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,-0.729982889383913,-0.002827515848338073,-0.833497048155427,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
1691,0.8906460621258305,0.3344116002643158,35949.37,-1.4088764118098605,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,-0.5297291276697631,-0.7601558085003559,-0.4328538972825719,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0
3755,-0.04084592357288879,-0.003787833659951896,11529.46,0.7593784510393669,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,-1.1632701014966682,-0.061293855817409905,-1.3156416807449138,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0
6136,0.8906460621258305,0.5759826244959356,132149.5,-1.2886421999984932,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,0.4848932670902093,1.980163222571322,0.5824220771108867,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
3874,0.4249000692764709,1.6872093359613867,4196.99,-0.3536038275181068,-0.0052879506427475865,0.005867974104602262,2.519179341088539,-0.8859571153950523,-0.5864499510697564,-1.0422558575398095,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
2623,-0.04084592357288879,-0.970071930586431,27065.94,0.2671157476047,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-0.14009206757645176,-0.23577300779314278,-0.1600255232975179,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
240,-0.9723379092716081,0.8658678535738794,25611.29,1.1543380119662312,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.5359566905018825,0.3489568552665972,-0.4027010867142055,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
6047,-0.5065919164222484,0.9141820584202033,40181.23,0.02178920244526165,-1.3272756113296431,0.005867974104602262,0.9466579047036832,0.6770451419236149,-0.2365089021383282,0.5020055847042337,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0
8030,-0.04084592357288879,-1.115014545125403,8930.13,0.9725026527987712,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,1.3261892493977854,0.4075872810444089,1.567696040942289,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
7505,-0.9723379092716081,-1.018386135432755,7490.58,0.5500178540600982,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,1.222655973821958,-0.8182776288193426,1.058030758658821,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
3393,-0.5065919164222484,-1.1633287499717269,31020.23,-0.13341144156715212,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-0.9596441332444549,1.3385891076665468,-0.9134233794483639,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
697,1.82213804782455,1.397324106883443,26785.51,1.6963074535792475,-0.6662817809861953,-1.0058516991026796,4.0917007774733944,-1.2551271427616577,0.2291624545497164,-1.3273308313487866,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
4114,0.4249000692764709,1.0591246729591752,5025.12,-2.7343839312277876,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,-0.8903248309109245,-0.2948378441125705,-0.9722627049889452,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1
6528,3.219376026372629,-1.2599571596643748,9835.23,-0.08547924640299805,1.316699710044148,-1.0058516991026796,-0.6258635316811727,0.7698960647016821,1.9216363343333425,0.9434016705282234,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1
2364,-0.5065919164222484,-1.2599571596643748,23438.89,0.6422160900891853,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,-1.2023463870469113,-0.5857699474343318,-1.2596761257175668,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
9831,-0.9723379092716081,0.3344116002643158,20721.26,0.5411834639110125,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,1.200057612670738,-1.2265220031497068,1.228264779311554,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
8155,-0.5065919164222484,1.7355235408077105,22049.22,-0.5610994239143622,-0.0052879506427475865,0.005867974104602262,2.519179341088539,1.3261438666060368,0.7527729620870123,1.1996631312729655,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0
8196,-0.5065919164222484,-0.970071930586431,12908.92,-0.15853619176368475,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,0.9943351485347045,1.6885324853775492,1.054309899407339,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
3708,0.4249000692764709,0.5276684196496116,61022.41,0.12771451483761048,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-1.1085668188926883,-0.5860307707465495,-1.2926999189352706,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1
5497,-0.5065919164222484,-1.5981565935886426,64212.33,0.7568111349214892,0.6557058797007002,2.0293073205191656,-0.6258635316811727,0.558834693306356,0.054611832328876474,0.7372669879180008,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
4346,-0.5065919164222484,1.0108104681128514,44526.16,0.5702673919217919,-0.6662817809861953,0.005867974104602262,0.9466579047036832,-0.5573962924531954,-0.1780658499649902,-0.45570050140792906,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0
8492,0.4249000692764709,-1.211642954818051,25747.86,0.6632183489069057,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1.4170017284464775,0.4621622303463757,1.4030091981052226,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0
9894,-0.9723379092716081,1.4456383117297669,48656.13,1.813779213085609,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,1.332762190402709,0.11324351564765722,1.3927508483548425,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
210,1.3563920549751902,0.6242968293422596,40660.84,0.5316947979537912,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,-1.134582040752999,-0.8193965142531648,-1.2271668845396253,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
3912,-0.9723379092716081,0.5276684196496116,100860.9,0.08147930218592844,0.986202794872424,0.005867974104602262,-0.6258635316811727,-0.5003380211473939,-0.4110136706893677,-0.38167628071318216,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
1191,-0.9723379092716081,-1.4048997742033467,7945.24,1.224096806286882,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,-1.0526784503422129,-0.877342348699792,-1.183857510246015,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0
480,3.6851220192219887,-1.018386135432755,6958.83,-0.8324140055257889,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.2166100999031761,0.2290577293323015,-0.11399323126138047,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
7384,-0.04084592357288879,-0.4386156772768675,18216.49,-0.5056749669486096,-0.0052879506427475865,2.0293073205191656,0.9466579047036832,1.3837879541153266,-0.993155002102122,1.4179940049909092,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
